victim_race,victim_age,victim_sex,city,disposition,year,month,arrest_was_not_made
Hispanic,53,Male,Chicago,Open/No arrest,2011,3,1
Black,30,Male,Chicago,Open/No arrest,2011,3,1
Black,18,Male,Chicago,Open/No arrest,2011,3,1
Black,17,Male,Chicago,Open/No arrest,2011,3,1
Black,30,Male,Chicago,Open/No arrest,2011,3,1
Black,24,Male,Chicago,Open/No arrest,2011,3,1
Hispanic,17,Male,Chicago,Open/No arrest,2011,3,1
Black,38,Male,Chicago,Closed by arrest,2011,3,0
White,18,Male,Chicago,Open/No arrest,2011,3,1
Hispanic,32,Male,Chicago,Open/No arrest,2011,3,1
Black,22,Male,Chicago,Open/No arrest,2011,3,1
Black,33,Male,Chicago,Open/No arrest,2011,3,1
Black,46,Female,Chicago,Open/No arrest,2011,3,1
Black,22,Male,Chicago,Open/No arrest,2011,3,1
Black,38,Male,Chicago,Open/No arrest,2011,3,1
Hispanic,50,Male,Chicago,Closed by arrest,2011,3,0
Black,17,Male,Chicago,Open/No arrest,2011,3,1
Black,18,Male,Chicago,Open/No arrest,2011,3,1
White,68,Female,Chicago,Closed by arrest,2011,3,0
Black,41,Male,Chicago,Closed by arrest,2011,4,0
Black,21,Male,Chicago,Open/No arrest,2011,4,1
Black,53,Male,Chicago,Closed without arrest,2011,4,1
Black,17,Male,Chicago,Open/No arrest,2011,4,1
Black,23,Male,Chicago,Open/No arrest,2011,4,1
Black,18,Male,Chicago,Open/No arrest,2011,4,1
Black,22,Male,Chicago,Closed by arrest,2011,4,0
Hispanic,20,Male,Chicago,Open/No arrest,2011,4,1
Hispanic,55,Male,Chicago,Closed by arrest,2011,4,0
Hispanic,31,Male,Chicago,Open/No arrest,2011,4,1
Black,19,Male,Chicago,Open/No arrest,2011,4,1
Hispanic,16,Male,Chicago,Open/No arrest,2011,4,1
Black,50,Male,Chicago,Open/No arrest,2011,4,1
Black,28,Male,Chicago,Closed by arrest,2011,4,0
Hispanic,16,Male,Chicago,Open/No arrest,2011,4,1
Black,31,Male,Chicago,Closed without arrest,2011,4,1
Hispanic,19,Male,Chicago,Open/No arrest,2011,4,1
Black,1,Male,Chicago,Closed by arrest,2011,4,0
Hispanic,30,Male,Chicago,Closed by arrest,2011,4,0
Black,25,Male,Chicago,Open/No arrest,2011,4,1
Black,22,Male,Chicago,Open/No arrest,2011,4,1
Hispanic,68,Female,Chicago,Closed without arrest,2011,4,1
Black,20,Male,Chicago,Closed by arrest,2011,4,0
Black,23,Male,Chicago,Open/No arrest,2011,4,1
Black,16,Male,Chicago,Open/No arrest,2011,4,1
Black,25,Male,Chicago,Closed without arrest,2011,4,1
Hispanic,27,Male,Chicago,Open/No arrest,2011,4,1
Black,20,Male,Chicago,Open/No arrest,2011,4,1
Black,22,Male,Chicago,Open/No arrest,2011,4,1
Black,47,Male,Chicago,Open/No arrest,2011,4,1
Black,44,Male,Chicago,Open/No arrest,2011,5,1
Black,20,Female,Chicago,Open/No arrest,2011,5,1
Black,29,Male,Chicago,Open/No arrest,2011,5,1
Black,57,Male,Chicago,Open/No arrest,2011,5,1
Black,46,Male,Chicago,Closed without arrest,2011,5,1
Other,40,Female,Chicago,Open/No arrest,2011,5,1
Black,37,Male,Chicago,Open/No arrest,2011,5,1
Black,19,Male,Chicago,Closed by arrest,2011,5,0
Black,21,Male,Chicago,Closed without arrest,2011,5,1
Black,28,Male,Chicago,Closed without arrest,2011,5,1
Hispanic,32,Male,Chicago,Closed by arrest,2011,5,0
Black,31,Male,Chicago,Open/No arrest,2011,5,1
Black,28,Male,Chicago,Closed by arrest,2011,5,0
Black,40,Male,Chicago,Closed without arrest,2011,5,1
Black,25,Male,Chicago,Open/No arrest,2011,5,1
Black,21,Male,Chicago,Open/No arrest,2011,5,1
Hispanic,21,Male,Chicago,Closed by arrest,2011,5,0
Black,32,Male,Chicago,Closed by arrest,2011,5,0
Black,16,Male,Chicago,Closed by arrest,2011,5,0
Hispanic,18,Male,Chicago,Open/No arrest,2011,5,1
Hispanic,21,Male,Chicago,Open/No arrest,2011,5,1
Black,16,Male,Chicago,Open/No arrest,2011,5,1
Black,40,Male,Chicago,Open/No arrest,2011,5,1
Black,23,Male,Chicago,Open/No arrest,2011,5,1
Black,22,Male,Chicago,Closed without arrest,2011,5,1
Hispanic,28,Male,Chicago,Open/No arrest,2011,5,1
Hispanic,23,Male,Chicago,Open/No arrest,2011,5,1
Black,34,Female,Chicago,Open/No arrest,2011,5,1
Black,16,Male,Chicago,Closed without arrest,2011,5,1
Black,1,Female,Chicago,Open/No arrest,2011,5,1
Black,16,Female,Chicago,Open/No arrest,2011,5,1
Black,26,Male,Chicago,Closed by arrest,2011,5,0
Black,27,Male,Chicago,Closed without arrest,2011,5,1
Black,22,Female,Chicago,Open/No arrest,2011,5,1
Black,25,Male,Chicago,Open/No arrest,2011,5,1
Black,20,Male,Chicago,Closed without arrest,2011,5,1
Black,44,Male,Chicago,Open/No arrest,2011,5,1
Black,22,Male,Chicago,Open/No arrest,2011,5,1
Black,36,Male,Chicago,Closed by arrest,2011,6,0
Black,29,Male,Chicago,Closed by arrest,2011,6,0
Hispanic,41,Male,Chicago,Closed by arrest,2011,6,0
Black,26,Male,Chicago,Open/No arrest,2011,6,1
Black,41,Female,Chicago,Open/No arrest,2011,6,1
Black,30,Male,Chicago,Open/No arrest,2011,6,1
Black,35,Male,Chicago,Open/No arrest,2011,6,1
Black,20,Male,Chicago,Open/No arrest,2011,6,1
Black,45,Male,Chicago,Open/No arrest,2011,6,1
Black,19,Male,Chicago,Open/No arrest,2011,6,1
Hispanic,29,Male,Chicago,Closed by arrest,2011,6,0
White,67,Female,Chicago,Closed by arrest,2011,6,0
Black,25,Male,Chicago,Open/No arrest,2011,6,1
Black,20,Male,Chicago,Open/No arrest,2011,6,1
Black,48,Male,Chicago,Open/No arrest,2011,6,1
White,73,Male,Chicago,Closed by arrest,2011,6,0
Black,23,Male,Chicago,Closed by arrest,2011,6,0
Black,18,Male,Chicago,Closed by arrest,2011,6,0
Black,27,Male,Chicago,Open/No arrest,2011,6,1
Black,26,Male,Chicago,Closed without arrest,2011,6,1
Black,23,Male,Chicago,Open/No arrest,2011,6,1
Black,37,Female,Chicago,Open/No arrest,2011,6,1
Black,19,Male,Chicago,Closed by arrest,2011,6,0
Black,32,Male,Chicago,Open/No arrest,2011,6,1
Black,24,Male,Chicago,Open/No arrest,2011,6,1
Hispanic,20,Male,Chicago,Open/No arrest,2011,6,1
Black,18,Male,Chicago,Open/No arrest,2011,6,1
Hispanic,15,Male,Chicago,Open/No arrest,2011,6,1
Black,19,Male,Chicago,Open/No arrest,2011,6,1
Black,36,Male,Chicago,Open/No arrest,2011,6,1
Hispanic,17,Male,Chicago,Closed by arrest,2011,6,0
Asian,48,Male,Chicago,Open/No arrest,2011,6,1
Black,30,Male,Chicago,Closed by arrest,2011,6,0
White,33,Male,Chicago,Open/No arrest,2011,6,1
Hispanic,13,Male,Chicago,Closed without arrest,2011,6,1
Black,19,Male,Chicago,Open/No arrest,2011,6,1
Hispanic,21,Male,Chicago,Closed by arrest,2011,6,0
Hispanic,20,Male,Chicago,Open/No arrest,2011,6,1
Black,33,Male,Chicago,Closed by arrest,2011,6,0
Black,55,Male,Chicago,Open/No arrest,2011,6,1
Black,1,Male,Chicago,Closed by arrest,2011,6,0
Black,17,Male,Chicago,Closed without arrest,2011,6,1
Black,19,Male,Chicago,Open/No arrest,2011,6,1
Black,31,Male,Chicago,Open/No arrest,2011,6,1
Hispanic,16,Male,Chicago,Open/No arrest,2011,6,1
Black,21,Male,Chicago,Closed by arrest,2011,7,0
Black,53,Male,Chicago,Closed by arrest,2011,7,0
Black,22,Male,Chicago,Closed by arrest,2011,7,0
Black,25,Male,Chicago,Open/No arrest,2011,7,1
Hispanic,22,Male,Chicago,Open/No arrest,2011,7,1
Black,19,Male,Chicago,Open/No arrest,2011,7,1
Black,17,Male,Chicago,Closed by arrest,2011,7,0
Hispanic,23,Male,Chicago,Open/No arrest,2011,7,1
Black,18,Male,Chicago,Closed by arrest,2011,7,0
Black,21,Male,Chicago,Open/No arrest,2011,7,1
Black,23,Male,Chicago,Open/No arrest,2011,7,1
Black,29,Male,Chicago,Open/No arrest,2011,7,1
Black,19,Male,Chicago,Open/No arrest,2011,7,1
Black,31,Male,Chicago,Open/No arrest,2011,7,1
Hispanic,20,Male,Chicago,Closed without arrest,2011,7,1
Black,32,Male,Chicago,Open/No arrest,2011,7,1
Black,30,Male,Chicago,Open/No arrest,2011,7,1
Black,25,Male,Chicago,Open/No arrest,2011,7,1
Black,18,Male,Chicago,Closed by arrest,2011,7,0
Black,34,Male,Chicago,Closed by arrest,2011,7,0
White,40,Male,Chicago,Open/No arrest,2011,7,1
Black,30,Male,Chicago,Open/No arrest,2011,7,1
Black,35,Female,Chicago,Closed without arrest,2011,7,1
Black,30,Male,Chicago,Open/No arrest,2011,7,1
Black,37,Female,Chicago,Closed by arrest,2011,7,0
Black,24,Male,Chicago,Open/No arrest,2011,7,1
Black,23,Male,Chicago,Open/No arrest,2011,7,1
Black,28,Male,Chicago,Open/No arrest,2011,7,1
Black,20,Male,Chicago,Open/No arrest,2011,7,1
Black,25,Male,Chicago,Closed by arrest,2011,7,0
Black,19,Male,Chicago,Open/No arrest,2011,7,1
Black,20,Male,Chicago,Open/No arrest,2011,7,1
Black,18,Male,Chicago,Open/No arrest,2011,7,1
Black,17,Male,Chicago,Closed by arrest,2011,7,0
Black,26,Male,Chicago,Closed by arrest,2011,7,0
Hispanic,15,Male,Chicago,Closed by arrest,2011,7,0
Black,53,Female,Chicago,Open/No arrest,2011,7,1
White,39,Female,Chicago,Closed by arrest,2011,7,0
Black,32,Male,Chicago,Open/No arrest,2011,7,1
Black,22,Male,Chicago,Open/No arrest,2011,7,1
Hispanic,29,Male,Chicago,Open/No arrest,2011,7,1
Hispanic,33,Male,Chicago,Open/No arrest,2011,7,1
Black,17,Female,Chicago,Closed by arrest,2011,7,0
Hispanic,37,Male,Chicago,Open/No arrest,2011,7,1
Black,22,Female,Chicago,Open/No arrest,2011,7,1
Black,29,Male,Chicago,Open/No arrest,2011,7,1
Black,26,Male,Chicago,Closed by arrest,2011,7,0
Black,21,Male,Chicago,Open/No arrest,2011,7,1
Black,24,Male,Chicago,Open/No arrest,2011,7,1
Black,18,Male,Chicago,Closed by arrest,2011,7,0
Black,22,Male,Chicago,Open/No arrest,2011,7,1
Black,32,Male,Chicago,Open/No arrest,2011,7,1
Hispanic,26,Male,Chicago,Closed by arrest,2011,7,0
Black,26,Male,Chicago,Open/No arrest,2011,7,1
Black,25,Male,Chicago,Open/No arrest,2011,7,1
Black,56,Male,Chicago,Closed by arrest,2011,8,0
Black,20,Male,Chicago,Open/No arrest,2011,8,1
Black,13,Male,Chicago,Closed by arrest,2011,8,0
Black,29,Male,Chicago,Open/No arrest,2011,8,1
Hispanic,17,Male,Chicago,Open/No arrest,2011,8,1
Hispanic,33,Male,Chicago,Closed by arrest,2011,8,0
Black,35,Female,Chicago,Closed by arrest,2011,8,0
Black,23,Male,Chicago,Open/No arrest,2011,8,1
Black,6,Female,Chicago,Open/No arrest,2011,8,1
Black,16,Male,Chicago,Open/No arrest,2011,8,1
Black,23,Male,Chicago,Closed by arrest,2011,8,0
Black,1,Male,Chicago,Closed by arrest,2011,8,0
Black,19,Male,Chicago,Open/No arrest,2011,8,1
Black,20,Male,Chicago,Open/No arrest,2011,8,1
Black,31,Male,Chicago,Open/No arrest,2011,8,1
Hispanic,41,Male,Chicago,Open/No arrest,2011,8,1
Hispanic,15,Male,Chicago,Open/No arrest,2011,8,1
White,28,Male,Chicago,Open/No arrest,2011,8,1
Black,20,Male,Chicago,Closed by arrest,2011,8,0
Black,17,Female,Chicago,Open/No arrest,2011,8,1
Black,58,Male,Chicago,Open/No arrest,2011,8,1
Black,34,Male,Chicago,Open/No arrest,2011,8,1
Black,15,Male,Chicago,Open/No arrest,2011,8,1
Hispanic,20,Male,Chicago,Open/No arrest,2011,8,1
Black,54,Male,Chicago,Closed by arrest,2011,8,0
Black,27,Male,Chicago,Closed by arrest,2011,8,0
Black,35,Male,Chicago,Open/No arrest,2011,8,1
Black,34,Male,Chicago,Open/No arrest,2011,8,1
Black,47,Male,Chicago,Closed by arrest,2011,8,0
White,23,Male,Chicago,Open/No arrest,2011,8,1
Black,46,Female,Chicago,Open/No arrest,2011,8,1
Black,31,Male,Chicago,Closed by arrest,2011,8,0
Black,32,Male,Chicago,Closed by arrest,2011,8,0
Black,23,Male,Chicago,Closed without arrest,2011,8,1
Black,17,Male,Chicago,Open/No arrest,2011,8,1
Black,32,Female,Chicago,Closed by arrest,2011,9,0
Black,3,Male,Chicago,Open/No arrest,2011,9,1
Black,23,Male,Chicago,Open/No arrest,2011,9,1
Black,20,Male,Chicago,Open/No arrest,2011,9,1
Black,19,Male,Chicago,Open/No arrest,2011,9,1
Black,33,Male,Chicago,Open/No arrest,2011,9,1
Black,34,Male,Chicago,Open/No arrest,2011,9,1
Black,18,Male,Chicago,Open/No arrest,2011,9,1
Black,39,Male,Chicago,Open/No arrest,2011,9,1
Black,21,Female,Chicago,Closed by arrest,2011,9,0
Black,29,Male,Chicago,Closed by arrest,2011,9,0
Black,18,Male,Chicago,Open/No arrest,2011,9,1
Black,26,Male,Chicago,Open/No arrest,2011,9,1
Hispanic,26,Male,Chicago,Open/No arrest,2011,9,1
Black,28,Male,Chicago,Open/No arrest,2011,9,1
Hispanic,23,Male,Chicago,Open/No arrest,2011,9,1
Hispanic,22,Male,Chicago,Open/No arrest,2011,9,1
Black,21,Male,Chicago,Open/No arrest,2011,9,1
Black,18,Male,Chicago,Closed by arrest,2011,9,0
Black,32,Male,Chicago,Open/No arrest,2011,9,1
Hispanic,25,Male,Chicago,Closed by arrest,2011,9,0
Black,23,Male,Chicago,Open/No arrest,2011,9,1
White,56,Male,Chicago,Closed by arrest,2011,9,0
Black,24,Male,Chicago,Open/No arrest,2011,9,1
Black,19,Male,Chicago,Open/No arrest,2011,9,1
Hispanic,28,Male,Chicago,Closed by arrest,2011,9,0
Black,23,Male,Chicago,Open/No arrest,2011,9,1
Black,24,Male,Chicago,Open/No arrest,2011,9,1
Black,17,Male,Chicago,Open/No arrest,2011,9,1
Hispanic,30,Male,Chicago,Open/No arrest,2011,9,1
Black,21,Male,Chicago,Open/No arrest,2011,9,1
Black,15,Male,Chicago,Closed by arrest,2011,9,0
Black,1,Female,Chicago,Closed by arrest,2011,9,0
Black,28,Male,Chicago,Open/No arrest,2011,9,1
Hispanic,49,Male,Chicago,Closed by arrest,2011,9,0
Black,15,Male,Chicago,Closed by arrest,2011,9,0
Black,31,Male,Chicago,Open/No arrest,2011,9,1
Black,21,Male,Chicago,Open/No arrest,2011,9,1
Black,32,Male,Chicago,Open/No arrest,2011,9,1
Hispanic,20,Male,Chicago,Open/No arrest,2011,10,1
Black,43,Male,Chicago,Open/No arrest,2011,10,1
Black,27,Male,Chicago,Open/No arrest,2011,10,1
Black,25,Male,Chicago,Closed by arrest,2011,10,0
Black,18,Male,Chicago,Open/No arrest,2011,10,1
Black,51,Male,Chicago,Open/No arrest,2011,10,1
Black,29,Male,Chicago,Closed without arrest,2011,10,1
Hispanic,22,Female,Chicago,Closed by arrest,2011,10,0
Black,53,Male,Chicago,Closed by arrest,2011,10,0
Black,53,Male,Chicago,Closed by arrest,2011,10,0
White,29,Male,Chicago,Open/No arrest,2011,10,1
Hispanic,26,Male,Chicago,Closed by arrest,2011,10,0
Black,31,Female,Chicago,Closed by arrest,2011,10,0
White,1,Female,Chicago,Closed by arrest,2011,10,0
Black,47,Male,Chicago,Open/No arrest,2011,10,1
Black,23,Male,Chicago,Open/No arrest,2011,10,1
Black,24,Male,Chicago,Open/No arrest,2011,10,1
Black,27,Male,Chicago,Open/No arrest,2011,10,1
Black,23,Male,Chicago,Closed by arrest,2011,10,0
Hispanic,1,Male,Chicago,Open/No arrest,2011,10,1
Black,26,Male,Chicago,Open/No arrest,2011,10,1
Black,20,Male,Chicago,Open/No arrest,2011,10,1
Hispanic,15,Male,Chicago,Closed by arrest,2011,10,0
Black,32,Male,Chicago,Open/No arrest,2011,10,1
Black,31,Male,Chicago,Open/No arrest,2011,10,1
Black,17,Male,Chicago,Open/No arrest,2011,10,1
White,19,Male,Chicago,Open/No arrest,2011,10,1
Hispanic,23,Male,Chicago,Open/No arrest,2011,10,1
Hispanic,23,Male,Chicago,Closed by arrest,2011,10,0
Hispanic,25,Male,Chicago,Open/No arrest,2011,10,1
Asian,73,Female,Chicago,Open/No arrest,2011,10,1
Black,22,Male,Chicago,Open/No arrest,2011,10,1
Black,18,Male,Chicago,Open/No arrest,2011,10,1
Black,24,Male,Chicago,Open/No arrest,2011,10,1
Black,20,Male,Chicago,Open/No arrest,2011,10,1
Black,33,Male,Chicago,Open/No arrest,2011,10,1
Black,24,Male,Chicago,Open/No arrest,2011,10,1
Hispanic,21,Male,Chicago,Open/No arrest,2011,10,1
Black,50,Male,Chicago,Open/No arrest,2011,10,1
Black,74,Male,Chicago,Closed by arrest,2011,10,0
Black,37,Male,Chicago,Open/No arrest,2011,10,1
Black,16,Male,Chicago,Open/No arrest,2011,10,1
Black,32,Male,Chicago,Closed by arrest,2011,10,0
Black,41,Male,Chicago,Closed by arrest,2011,10,0
Black,80,Male,Chicago,Closed by arrest,2011,10,0
Hispanic,38,Female,Chicago,Closed without arrest,2011,10,1
Black,18,Male,Chicago,Open/No arrest,2011,11,1
Hispanic,20,Male,Chicago,Open/No arrest,2011,11,1
Black,30,Male,Chicago,Open/No arrest,2011,11,1
White,45,Male,Chicago,Open/No arrest,2011,11,1
White,26,Male,Chicago,Open/No arrest,2011,11,1
Hispanic,54,Female,Chicago,Closed by arrest,2011,11,0
Black,55,Female,Chicago,Closed by arrest,2011,11,0
Black,49,Female,Chicago,Closed by arrest,2011,11,0
Black,49,Female,Chicago,Closed by arrest,2011,11,0
Black,21,Female,Chicago,Closed by arrest,2011,11,0
Black,23,Male,Chicago,Open/No arrest,2011,11,1
Black,34,Male,Chicago,Closed by arrest,2011,11,0
Black,51,Male,Chicago,Open/No arrest,2011,11,1
Black,21,Male,Chicago,Closed by arrest,2011,11,0
Black,21,Male,Chicago,Closed by arrest,2011,11,0
Black,34,Male,Chicago,Open/No arrest,2011,11,1
Hispanic,19,Male,Chicago,Closed by arrest,2011,11,0
Hispanic,22,Male,Chicago,Open/No arrest,2011,11,1
Black,39,Male,Chicago,Closed by arrest,2011,11,0
Black,26,Male,Chicago,Closed without arrest,2011,11,1
Black,18,Male,Chicago,Open/No arrest,2011,11,1
Black,24,Male,Chicago,Open/No arrest,2011,11,1
Black,54,Male,Chicago,Closed by arrest,2011,11,0
Black,17,Male,Chicago,Open/No arrest,2011,11,1
Hispanic,35,Male,Chicago,Open/No arrest,2011,11,1
Hispanic,24,Male,Chicago,Open/No arrest,2011,11,1
Black,22,Male,Chicago,Closed by arrest,2011,11,0
Hispanic,42,Male,Chicago,Closed by arrest,2011,11,0
Black,35,Male,Chicago,Open/No arrest,2011,11,1
Black,20,Male,Chicago,Open/No arrest,2011,11,1
Black,26,Male,Chicago,Open/No arrest,2011,11,1
Black,25,Male,Chicago,Open/No arrest,2011,11,1
Hispanic,4,Male,Chicago,Closed by arrest,2011,11,0
Black,20,Male,Chicago,Open/No arrest,2011,11,1
Black,38,Male,Chicago,Open/No arrest,2011,11,1
Black,17,Male,Chicago,Open/No arrest,2011,11,1
Hispanic,23,Male,Chicago,Open/No arrest,2011,11,1
Black,21,Male,Chicago,Closed without arrest,2011,12,1
Black,16,Male,Chicago,Open/No arrest,2011,12,1
Black,20,Male,Chicago,Open/No arrest,2011,12,1
Black,17,Male,Chicago,Closed without arrest,2011,12,1
Black,21,Male,Chicago,Open/No arrest,2011,12,1
Hispanic,40,Male,Chicago,Open/No arrest,2011,12,1
Black,35,Female,Chicago,Closed by arrest,2011,12,0
White,20,Male,Chicago,Open/No arrest,2011,12,1
Black,22,Male,Chicago,Closed by arrest,2011,12,0
Black,1,Female,Chicago,Closed without arrest,2011,12,1
Black,23,Male,Chicago,Open/No arrest,2011,12,1
Hispanic,36,Male,Chicago,Open/No arrest,2011,12,1
Hispanic,20,Male,Chicago,Open/No arrest,2011,12,1
Hispanic,17,Male,Chicago,Open/No arrest,2011,12,1
Black,18,Male,Chicago,Open/No arrest,2011,12,1
Black,34,Male,Chicago,Closed by arrest,2011,12,0
Black,30,Male,Chicago,Open/No arrest,2011,12,1
Black,50,Male,Chicago,Closed by arrest,2011,12,0
Black,31,Male,Chicago,Closed by arrest,2011,12,0
Black,46,Male,Chicago,Open/No arrest,2011,12,1
Black,79,Female,Chicago,Closed by arrest,2011,12,0
Black,20,Male,Chicago,Open/No arrest,2011,12,1
Black,27,Male,Chicago,Open/No arrest,2011,12,1
White,31,Male,Chicago,Open/No arrest,2011,12,1
Black,34,Male,Chicago,Closed by arrest,2011,12,0
Hispanic,30,Male,Chicago,Closed by arrest,2011,12,0
Hispanic,30,Male,Chicago,Open/No arrest,2011,12,1
Black,17,Male,Chicago,Closed by arrest,2011,12,0
Black,16,Male,Chicago,Closed by arrest,2011,12,0
Black,15,Male,Chicago,Open/No arrest,2011,12,1
Black,19,Male,Chicago,Open/No arrest,2011,12,1
Black,31,Male,Chicago,Open/No arrest,2011,12,1
Black,28,Male,Chicago,Closed by arrest,2011,12,0
Black,25,Male,Chicago,Open/No arrest,2011,12,1
Black,18,Male,Chicago,Closed by arrest,2011,12,0
Hispanic,23,Male,Chicago,Open/No arrest,2011,12,1
Black,47,Male,Chicago,Open/No arrest,2012,1,1
Black,34,Male,Chicago,Open/No arrest,2012,1,1
Hispanic,19,Male,Chicago,Open/No arrest,2012,1,1
Black,36,Male,Chicago,Closed by arrest,2012,1,0
Black,32,Male,Chicago,Open/No arrest,2012,1,1
Black,26,Male,Chicago,Open/No arrest,2012,1,1
Black,15,Male,Chicago,Open/No arrest,2012,1,1
Black,51,Male,Chicago,Open/No arrest,2012,1,1
Black,35,Male,Chicago,Open/No arrest,2012,1,1
White,55,Male,Chicago,Closed by arrest,2012,1,0
Black,32,Female,Chicago,Open/No arrest,2012,1,1
Black,22,Male,Chicago,Closed without arrest,2012,1,1
Hispanic,24,Male,Chicago,Closed by arrest,2012,1,0
Black,18,Male,Chicago,Open/No arrest,2012,1,1
Hispanic,24,Male,Chicago,Open/No arrest,2012,1,1
Black,23,Male,Chicago,Open/No arrest,2012,1,1
Black,20,Male,Chicago,Closed by arrest,2012,1,0
Black,32,Male,Chicago,Open/No arrest,2012,1,1
Black,26,Male,Chicago,Open/No arrest,2012,1,1
Hispanic,17,Male,Chicago,Open/No arrest,2012,1,1
Black,18,Male,Chicago,Open/No arrest,2012,1,1
Black,42,Male,Chicago,Closed by arrest,2012,1,0
Hispanic,31,Male,Chicago,Closed without arrest,2012,1,1
Black,31,Male,Chicago,Open/No arrest,2012,1,1
White,60,Male,Chicago,Closed by arrest,2012,1,0
Black,21,Male,Chicago,Open/No arrest,2012,1,1
Black,19,Male,Chicago,Open/No arrest,2012,1,1
Hispanic,33,Female,Chicago,Closed by arrest,2012,1,0
Black,15,Male,Chicago,Open/No arrest,2012,1,1
Black,18,Male,Chicago,Open/No arrest,2012,1,1
Black,22,Male,Chicago,Closed without arrest,2012,1,1
Hispanic,21,Male,Chicago,Closed by arrest,2012,1,0
Black,39,Male,Chicago,Open/No arrest,2012,1,1
Black,27,Male,Chicago,Open/No arrest,2012,1,1
Black,26,Male,Chicago,Open/No arrest,2012,1,1
Black,23,Male,Chicago,Open/No arrest,2012,1,1
Black,33,Male,Chicago,Closed by arrest,2012,1,0
Black,22,Male,Chicago,Open/No arrest,2012,1,1
Black,39,Female,Chicago,Closed by arrest,2012,1,0
Black,28,Male,Chicago,Open/No arrest,2012,2,1
Black,19,Male,Chicago,Open/No arrest,2012,2,1
Black,15,Male,Chicago,Open/No arrest,2012,2,1
Black,22,Male,Chicago,Open/No arrest,2012,2,1
Black,54,Female,Chicago,Closed by arrest,2012,2,0
Black,20,Male,Chicago,Open/No arrest,2012,2,1
White,24,Male,Chicago,Open/No arrest,2012,2,1
Black,34,Male,Chicago,Closed by arrest,2012,2,0
Black,22,Male,Chicago,Open/No arrest,2012,2,1
Hispanic,17,Male,Chicago,Closed by arrest,2012,2,0
Asian,31,Male,Chicago,Open/No arrest,2012,2,1
Black,22,Male,Chicago,Open/No arrest,2012,2,1
Black,27,Male,Chicago,Open/No arrest,2012,2,1
Black,52,Male,Chicago,Open/No arrest,2012,2,1
Black,19,Male,Chicago,Open/No arrest,2012,2,1
Hispanic,27,Male,Chicago,Closed by arrest,2012,2,0
Black,19,Male,Chicago,Open/No arrest,2012,2,1
Black,25,Male,Chicago,Open/No arrest,2012,2,1
Black,45,Female,Chicago,Open/No arrest,2012,2,1
Black,24,Male,Chicago,Open/No arrest,2012,2,1
Hispanic,23,Male,Chicago,Open/No arrest,2012,2,1
Black,59,Male,Chicago,Open/No arrest,2012,2,1
Black,20,Male,Chicago,Open/No arrest,2012,2,1
Black,15,Male,Chicago,Open/No arrest,2012,2,1
Black,15,Male,Chicago,Open/No arrest,2012,2,1
